CustomerID,Frequency,MonetaryValue,AverageOrderValue,TotalQuantity,ProductDiversity,RecencyDays,PrimaryCountry,IsUK,RepeatProbability,ConditionalFutureRevenue,PredictedCLV,CLVSegment,Location,BusinessAction
13203,6,1778.79,296.465,1613,106,12,United Kingdom,1,0.8912843044584594,1865.6766866556009,1662.8483480102002,Very High,UK,Protect loyalty
13204,1,966.66,966.66,428,57,357,United Kingdom,1,0.2723986946333239,1147.362777825656,312.5401229505731,Medium,UK,Win back now
13205,1,2803.2,2803.2,256,1,69,United Kingdom,1,0.5350295540097313,5201.585480646736,2783.001959853917,Very High,UK,Win back now
13206,13,8308.19,639.0915384615384,7086,393,26,United Kingdom,1,0.9619211216805444,6165.971869530451,5931.178576989415,Very High,UK,Protect loyalty
13207,2,285.6,142.8,48,4,77,United Kingdom,1,0.4989078972175471,559.6046961037978,279.1912022062102,Medium,UK,Low-cost nurture
13208,3,758.65,252.88333333333333,540,92,75,United Kingdom,1,0.730527280884732,885.5231878953589,646.8988466135761,High,UK,Grow customer value
13209,5,2617.9,523.5799999999999,1528,42,140,United Kingdom,1,0.7970004150306664,2592.420272675712,2066.160033256456,Very High,UK,Protect loyalty
13211,7,1523.35,217.62142857142857,1011,75,7,United Kingdom,1,0.8941646274331313,1708.9582731318617,1528.0900375937183,High,UK,Protect loyalty
13213,6,2330.94,388.49,1602,109,9,United Kingdom,1,0.8965622586380231,2336.2116978203235,2094.55923645436,Very High,UK,Protect loyalty
13214,7,3264.23,466.3185714285714,2966,207,43,United Kingdom,1,0.9104891372784476,2837.353463215396,2583.3795068770014,Very High,UK,Protect loyalty
13215,1,81.6,81.6,96,1,28,United Kingdom,1,0.4131625365250046,274.4174115352428,113.37899381652696,Low,UK,Low-cost nurture
13217,1,132.5,132.5,250,1,281,United Kingdom,1,0.2183002134099817,342.41274378957775,74.74877504356223,Low,UK,Low-cost nurture
13219,1,76.23,76.23,11,11,244,United Kingdom,1,0.1834237645136543,170.09616188127927,31.1996783415882,Low,UK,Low-cost nurture
13220,1,516.8,516.8,200,32,201,United Kingdom,1,0.3705414398850103,810.2190428462228,300.21973075849434,Medium,UK,Low-cost nurture
13222,1,88.5,88.5,30,1,203,United Kingdom,1,0.2163460875865065,250.7870425839808,54.25679548043487,Low,UK,Low-cost nurture
13223,4,805.92,201.48,480,4,49,United Kingdom,1,0.749385689236947,1323.5835009601954,991.8745341297074,High,UK,Protect loyalty
13225,9,9796.23,1088.47,3985,50,47,United Kingdom,1,0.9315786012328005,8549.163607634959,7964.217875310936,Very High,UK,Protect loyalty
13226,1,204.25,204.25,99,12,19,United Kingdom,1,0.4935900541892484,474.7459672868007,234.32988771921916,Low,UK,Low-cost nurture
13230,16,3364.38,210.27375,1882,403,2,United Kingdom,1,0.960440293048618,2936.221893497103,2820.065815846125,Very High,UK,Protect loyalty
13233,2,571.34,285.67,600,33,46,United Kingdom,1,0.6782461691788151,849.5672367172346,576.215723763296,Medium,UK,Grow customer value
13234,2,346.5,173.25,159,56,298,United Kingdom,1,0.3519123546169039,421.6411249062386,148.38072106907453,Low,UK,Low-cost nurture
13237,1,643.0,643.0,128,24,13,United Kingdom,1,0.564920158930764,1156.5535789567964,653.3604316362173,High,UK,Win back now
13238,2,305.9,152.95,144,11,56,United Kingdom,1,0.5799650334369575,552.8231253001483,320.61808234942384,Medium,UK,Low-cost nurture
13239,4,1265.13,316.2825,824,69,63,United Kingdom,1,0.7988898124030667,1404.5790590823694,1122.10390101559,High,UK,Protect loyalty
13240,4,812.14,203.035,411,117,37,United Kingdom,1,0.7971389041410427,918.7541913946488,732.3747093033202,High,UK,Grow customer value
13241,1,112.53,112.53,46,40,37,United Kingdom,1,0.4458832437249074,244.7048702935466,109.1098013217693,Low,UK,Low-cost nurture
13242,4,429.0,107.25,220,12,77,United Kingdom,1,0.6973727535649915,673.8110367822244,469.8974581033016,Medium,UK,Grow customer value
13243,4,635.26,158.815,322,121,75,United Kingdom,1,0.7555379654482817,720.5633894306841,544.4129972269769,Medium,UK,Grow customer value
13245,1,558.72,558.72,246,29,58,United Kingdom,1,0.5362658774030993,982.1651207634771,526.7016402409471,Medium,UK,Win back now
13246,5,1390.23,278.046,1209,166,19,United Kingdom,1,0.8680082862236139,1421.7124079351734,1234.0581507146574,High,UK,Protect loyalty
13249,6,897.52,149.58666666666667,700,2,27,United Kingdom,1,0.8235982464479386,1574.6458668104103,1296.8755746815482,High,UK,Protect loyalty
13250,2,253.09,126.545,107,17,86,United Kingdom,1,0.5369114427692137,436.9388186457003,234.59745152093876,Low,UK,Low-cost nurture
13251,1,252.68,252.68,215,25,28,United Kingdom,1,0.5323355672481234,525.314168654238,279.6434159540301,Medium,UK,Low-cost nurture
13252,2,399.3,199.65,134,19,20,United Kingdom,1,0.6348377995902724,667.3137780110467,423.6360104688044,Medium,UK,Low-cost nurture
13253,2,1920.71,960.355,1443,39,56,United Kingdom,1,0.7355960436790311,2315.6219116253624,1703.3623168480915,Very High,UK,Protect loyalty
13254,1,51.41,51.41,43,4,2,United Kingdom,1,0.414042874046743,168.72365125274374,69.85882548434638,Low,UK,Low-cost nurture
13255,1,279.25,279.25,230,13,138,United Kingdom,1,0.4047034836454127,564.8654492715558,228.6030151111298,Low,UK,Low-cost nurture
13257,1,149.75,149.75,33,7,62,United Kingdom,1,0.3876615678313031,368.3925446009972,142.81163141738585,Low,UK,Low-cost nurture
13258,2,336.6,168.3,164,5,5,United Kingdom,1,0.629856825752159,678.6274023290641,427.4381014994176,Medium,UK,Low-cost nurture
13259,8,1119.36,139.92000000000002,377,181,23,United Kingdom,1,0.8859093380588595,1163.5543335339491,1030.8036494165783,High,UK,Protect loyalty
13262,2,373.16,186.58,122,38,15,United Kingdom,1,0.6462491139162673,583.516852268335,377.0972487336209,Medium,UK,Low-cost nurture
13263,4,1239.27,309.8175,604,137,19,United Kingdom,1,0.8292819932139437,1310.4603161389994,1086.741142995524,High,UK,Protect loyalty
13264,1,722.5600000000001,722.5600000000001,375,38,68,United Kingdom,1,0.5547260236544722,1179.911058958251,654.5273700018481,High,UK,Win back now
13266,7,2300.78,328.6828571428572,2409,83,39,United Kingdom,1,0.8989437606516804,2359.243744086183,2120.827443602784,Very High,UK,Protect loyalty
13267,17,4908.32,288.7247058823529,1990,100,0,United Kingdom,1,0.961251961876512,4793.866467534383,4608.113546891451,Very High,UK,Protect loyalty
13269,13,3194.04,245.69538461538465,2853,103,7,United Kingdom,1,0.9496501617617972,3248.4890812433587,3084.9281814841875,Very High,UK,Protect loyalty
13274,1,360.85,360.85,199,19,35,United Kingdom,1,0.5302243251485214,725.3655802474851,384.6064752726885,Medium,UK,Low-cost nurture
13275,2,238.86,119.43,138,48,9,United Kingdom,1,0.6449088552112665,394.0393205532167,254.11944712620024,Medium,UK,Low-cost nurture
13276,3,1300.98,433.66,679,184,23,United Kingdom,1,0.8017858129029105,1338.954718244695,1073.5548972080103,High,UK,Protect loyalty
13277,3,264.9,88.3,206,7,6,United Kingdom,1,0.6946706066638632,513.0338319544697,356.3895232828979,Medium,UK,Grow customer value
13278,3,893.12,297.70666666666665,821,48,25,United Kingdom,1,0.7786101214631256,1147.9363495073826,893.7948605218802,High,UK,Protect loyalty
13280,4,1494.87,373.7175,971,113,5,United Kingdom,1,0.8488206679901057,1598.782442241931,1357.0795805946484,High,UK,Protect loyalty
13281,1,350.85,350.85,201,22,65,United Kingdom,1,0.4985916372993364,680.662069375035,339.37241561725324,Medium,UK,Low-cost nurture
13282,1,181.05,181.05,103,14,32,United Kingdom,1,0.4786112956804106,417.9545266151402,200.0377575187649,Low,UK,Low-cost nurture
13283,2,279.7,139.85000000000002,114,13,193,United Kingdom,1,0.4190504053302218,450.4828404708468,188.775016893618,Low,UK,Low-cost nurture
13285,2,655.47,327.735,406,42,226,United Kingdom,1,0.4803936677781971,799.1335683584073,383.8987059483739,Medium,UK,Low-cost nurture
13286,1,734.91,734.91,274,46,226,United Kingdom,1,0.3736301311385894,1028.3705092023731,384.2302082123407,Medium,UK,Win back now
13287,3,781.59,260.53000000000003,429,46,229,United Kingdom,1,0.5564032594195079,869.5364781472606,483.81293062529545,Medium,UK,Low-cost nurture
13288,5,927.61,185.522,379,7,69,United Kingdom,1,0.7685740379318219,1374.595513231072,1056.47842412697,High,UK,Protect loyalty
13289,1,307.95,307.95,119,16,349,United Kingdom,1,0.198405316403567,501.7845159418419,99.55671565185187,Low,UK,Low-cost nurture
13290,1,208.63,208.63,1,1,64,United Kingdom,1,0.2832265834237925,545.222134163476,154.42140226614993,Low,UK,Low-cost nurture
13291,10,2909.68,290.968,1367,134,40,United Kingdom,1,0.9217712724761736,2740.2939753177893,2525.924264587471,Very High,UK,Protect loyalty
13292,3,415.57,138.52333333333334,183,28,41,United Kingdom,1,0.6931049175848943,620.9250241519713,430.3661876912506,Medium,UK,Grow customer value
13293,6,1192.94,198.82333333333327,555,51,18,United Kingdom,1,0.8591532291699665,1423.4297329747606,1222.9442515818089,High,UK,Protect loyalty
13294,1,815.79,815.79,543,48,272,United Kingdom,1,0.3529979273252403,1090.0871578857325,384.7985073375255,Medium,UK,Win back now
13295,3,900.77,300.25666666666666,651,49,2,United Kingdom,1,0.7908799777259753,1169.6203829437638,925.0293424104108,High,UK,Protect loyalty
13296,5,705.11,141.022,575,46,49,United Kingdom,1,0.8088592924529906,905.401290699174,732.3422473809584,High,UK,Grow customer value
13297,3,2278.77,759.5900000000001,1731,58,11,United Kingdom,1,0.8297406678457528,2517.7907735250983,2089.1133979205897,Very High,UK,Protect loyalty
13299,2,1076.2,538.1,386,56,49,United Kingdom,1,0.6909242397994134,1342.9732948747262,927.8928028322337,High,UK,Protect loyalty
13300,2,913.62,456.81,252,29,14,United Kingdom,1,0.6956368122927886,1289.9933611212143,897.3668696092218,High,UK,Protect loyalty
13302,1,95.45,95.45,7,2,152,United Kingdom,1,0.2295492452904385,258.61084864810465,59.36392513109224,Low,UK,Low-cost nurture
13303,1,61.72,61.72,26,4,26,United Kingdom,1,0.3780678493758938,190.974972246902,72.20149704200725,Low,UK,Low-cost nurture
13304,3,917.57,305.8566666666667,478,48,81,United Kingdom,1,0.7176981261457248,1113.193961357868,798.9372201032782,High,UK,Protect loyalty
13305,6,1615.55,269.2583333333333,996,105,12,United Kingdom,1,0.8828161435757251,1709.055122771695,1508.7814526436453,High,UK,Protect loyalty
13306,1,53.65,53.65,74,4,56,United Kingdom,1,0.3760413940569855,169.07066552043847,63.577568756448,Low,UK,Low-cost nurture
13307,2,258.34,129.17000000000002,136,14,113,United Kingdom,1,0.5125708876835925,446.6127538573765,228.92069569548923,Low,UK,Low-cost nurture
13308,1,284.86,284.86,230,17,222,United Kingdom,1,0.3229306119090656,521.7584924394121,168.4917892322109,Low,UK,Low-cost nurture
13309,1,249.58,249.58,370,23,18,United Kingdom,1,0.5607243509130377,534.0735123069848,299.4680235281803,Medium,UK,Low-cost nurture
13310,2,409.17,204.585,229,23,6,United Kingdom,1,0.6703789384951893,679.9983620510184,455.8565801302291,Medium,UK,Low-cost nurture
13312,1,124.75,124.75,41,5,77,United Kingdom,1,0.3673862517523226,324.7794540038228,119.31950625263036,Low,UK,Low-cost nurture
13313,7,1890.0,270.0,1457,78,105,United Kingdom,1,0.8560550240755345,1898.135973155672,1624.908836198417,Very High,UK,Protect loyalty
13315,1,310.26000000000005,310.26000000000005,232,22,315,United Kingdom,1,0.2451901507514805,505.9681547370661,124.05840813542969,Low,UK,Low-cost nurture
13316,6,7207.89,1201.315,14423,69,18,United Kingdom,1,0.9290371538261332,6543.969098539062,6079.590426032896,Very High,UK,Protect loyalty
13317,13,4212.411,324.0316153846154,2114,151,11,United Kingdom,1,0.9501261042394796,3879.1834514957127,3685.71346039988,Very High,UK,Protect loyalty
13319,32,10477.67,327.4271875,4250,213,5,United Kingdom,1,0.9824697751770266,9014.656914199952,8856.627951792058,Very High,UK,Protect loyalty
13320,2,679.4,339.70000000000005,423,37,60,United Kingdom,1,0.6609650181235203,952.6241698242196,629.6512516727688,Medium,UK,Low-cost nurture
13324,8,3391.52,423.94,3243,23,54,United Kingdom,1,0.903268099180874,3789.651270901138,3423.0711000252545,Very High,UK,Protect loyalty
13326,1,281.76,281.76,140,13,58,United Kingdom,1,0.4758081119897671,600.7938765727538,285.86260010709515,Medium,UK,Low-cost nurture
13327,12,5506.71,458.8925,2603,127,21,United Kingdom,1,0.9474248582671472,4897.144058067801,4639.676015128688,Very High,UK,Protect loyalty
13329,6,4019.77,669.9616666666667,2848,60,12,United Kingdom,1,0.9060837166110476,3985.232439091637,3610.95421997106,Very High,UK,Protect loyalty
13330,3,1655.17,551.7233333333334,1200,53,81,United Kingdom,1,0.7617161621506778,1831.426316744172,1395.027025252122,High,UK,Protect loyalty
13331,1,262.4,262.4,54,12,27,United Kingdom,1,0.4726475121705598,575.6592309753506,272.0839033785171,Medium,UK,Low-cost nurture
13333,3,1015.74,338.58,685,54,37,United Kingdom,1,0.7696150672796309,1245.0180197757873,958.1846270540954,High,UK,Protect loyalty
13334,2,2699.48,1349.74,1434,177,162,United Kingdom,1,0.6709190041871175,2370.405037912196,1590.3497875561768,Very High,UK,Win back now
13337,1,1575.26,1575.26,980,87,172,United Kingdom,1,0.5178495391588698,1927.4182345846368,998.1126445460566,High,UK,Win back now
13338,3,1958.6,652.8666666666667,895,101,167,United Kingdom,1,0.6917769926650609,1817.4296801196977,1257.256038493428,High,UK,Protect loyalty
13340,5,11364.08,2272.816,3866,77,43,United Kingdom,1,0.900610910673747,9050.51547610804,8150.992985004502,Very High,UK,Protect loyalty
13346,6,299.4,49.9,180,4,88,United Kingdom,1,0.7199289489883778,555.1725180202454,399.6847674055465,Medium,UK,Grow customer value
13357,4,3196.11,799.0275,1791,240,120,United Kingdom,1,0.813074095350582,2550.1067907978377,2073.425771975328,Very High,UK,Protect loyalty
13359,1,603.75,603.75,220,33,29,United Kingdom,1,0.569695335771365,1054.154946377345,600.5471561314868,Medium,UK,Win back now
13360,4,1553.65,388.4125,942,58,57,United Kingdom,1,0.8090247493154831,1714.2668779786734,1386.884331216532,High,UK,Protect loyalty
13361,2,1450.5,725.25,324,29,98,United Kingdom,1,0.6355696462546265,1786.1874468531712,1135.2465237409244,High,UK,Win back now
13362,3,2303.33,767.7766666666666,1099,106,4,United Kingdom,1,0.8315794331414559,2360.2319448948333,1962.7203428180012,Very High,UK,Protect loyalty
13363,1,731.36,731.36,436,42,35,United Kingdom,1,0.5983455374889206,1212.140890442614,725.2790926041846,High,UK,Win back now
13367,1,510.2,510.2,253,20,57,United Kingdom,1,0.5282005531230131,951.1235550512188,502.38398786638027,Medium,UK,Low-cost nurture
13368,2,498.1,249.05,279,22,40,United Kingdom,1,0.6484763782695051,787.0107962272815,510.357910796467,Medium,UK,Low-cost nurture
13371,2,2297.66,1148.83,1019,75,131,United Kingdom,1,0.6710807394658258,2335.395492156035,1567.238933821228,Very High,UK,Win back now
13373,3,4274.94,1424.9800000000002,2612,184,41,United Kingdom,1,0.8443331221378598,3659.2073623118586,3089.589976770614,Very High,UK,Protect loyalty
13374,2,422.8,211.4,135,17,40,United Kingdom,1,0.6142222575290261,697.8954234264459,428.6629024961672,Medium,UK,Low-cost nurture
13375,1,1013.58,1013.58,682,34,70,United Kingdom,1,0.5841059481997396,1601.099189633004,935.2115603224204,High,UK,Win back now
13377,2,1552.88,776.44,748,71,22,United Kingdom,1,0.7490890557169716,1834.165171316564,1373.9530562104824,High,UK,Protect loyalty
13380,1,62.4,62.4,48,3,58,United Kingdom,1,0.3610228791524384,195.05009232569307,70.41754591037065,Low,UK,Low-cost nurture
13381,6,4585.06,764.1766666666666,3096,112,5,United Kingdom,1,0.9150549341914708,4161.837936441494,3808.310339046037,Very High,UK,Protect loyalty
13382,4,1164.59,291.14750000000004,732,61,54,United Kingdom,1,0.7991376921466282,1336.4805032037025,1068.031944929171,High,UK,Protect loyalty
13383,1,305.28000000000003,305.28000000000003,288,1,169,United Kingdom,1,0.3481414471710806,752.6972120938606,262.0450966999944,Medium,UK,Low-cost nurture
13384,4,2528.9,632.225,1720,81,16,United Kingdom,1,0.8597180960535012,2585.285788070285,2222.616975473961,Very High,UK,Protect loyalty
13386,2,835.46,417.73,514,24,40,United Kingdom,1,0.6866961076376199,1213.6137541047417,833.3838411192057,High,UK,Protect loyalty
13387,1,186.94,186.94,123,71,43,United Kingdom,1,0.5036236184721157,353.741413687451,178.15253076471564,Low,UK,Low-cost nurture
13388,1,508.55,508.55,419,34,229,United Kingdom,1,0.3664423109801217,786.5504252706916,288.2253555385898,Medium,UK,Low-cost nurture
13392,1,91.14,91.14,82,8,303,United Kingdom,1,0.1861725381058369,201.7450026884732,37.559379200681946,Low,UK,Low-cost nurture
13393,4,1131.45,282.8625,662,53,209,United Kingdom,1,0.6585332069273114,1172.5336874135771,772.1523694027687,High,UK,Win back now
13394,11,4101.68,372.88000000000005,2962,167,5,United Kingdom,1,0.9470405963311302,3733.026609513636,3535.327746393771,Very High,UK,Protect loyalty
13395,2,872.51,436.255,1324,56,26,United Kingdom,1,0.7412555413937795,1172.0317159971692,868.775004172162,High,UK,Protect loyalty
13397,5,1647.74,329.548,906,47,63,United Kingdom,1,0.8286110948720093,1828.5077623116392,1515.1218189110152,High,UK,Protect loyalty
13398,1,213.0,213.0,60,13,74,United Kingdom,1,0.417941627324313,462.7407319364534,193.39861453476504,Low,UK,Low-cost nurture
13399,3,275.4,91.8,120,10,90,United Kingdom,1,0.5983263295795935,473.0423016968655,283.0336641101683,Medium,UK,Low-cost nurture
13400,1,310.83,310.83,284,23,208,United Kingdom,1,0.3515306565702482,550.2685712273834,193.4362721335345,Low,UK,Low-cost nurture
13402,2,605.62,302.81,438,34,131,United Kingdom,1,0.5819081998976928,827.0297832158014,481.2554124128861,Medium,UK,Low-cost nurture
13403,2,154.5,77.25,70,6,13,United Kingdom,1,0.5666537889709946,341.22096542300534,193.3541529332867,Low,UK,Low-cost nurture
13405,3,641.36,213.78666666666663,690,14,107,United Kingdom,1,0.6736427848073517,937.6544513653408,631.6441558047577,Medium,UK,Grow customer value
13406,2,568.92,284.46,292,7,53,United Kingdom,1,0.6225628015662924,988.6303912393532,615.4845060835515,Medium,UK,Win back now
13407,3,2244.7,748.2333333333332,1690,85,204,United Kingdom,1,0.6773328298335477,2042.2018672834304,1383.2503698584412,High,UK,Protect loyalty
13408,44,22057.742,501.3123181818182,12443,168,1,United Kingdom,1,0.9898238287329284,18458.29900552963,18270.464193550542,Very High,UK,Protect loyalty
13410,4,1198.9,299.725,726,18,19,United Kingdom,1,0.8101655587895215,1621.034742716928,1313.306518150488,High,UK,Protect loyalty
13412,1,487.35,487.35,176,33,246,United Kingdom,1,0.3194054335962167,740.3221002064413,236.46290141730017,Low,UK,Low-cost nurture
13413,6,429.44,71.57333333333334,455,38,265,United Kingdom,1,0.6212501005738228,517.1261929566053,321.26469938364914,Medium,UK,Low-cost nurture
13414,3,1103.64,367.88000000000005,1128,27,89,United Kingdom,1,0.7322088549622205,1401.0460313718283,1025.8583103801298,High,UK,Protect loyalty
13415,4,784.17,196.0425,496,85,98,United Kingdom,1,0.7488728790299997,886.2887122597041,663.7175796017156,High,UK,Grow customer value
13416,1,228.3,228.3,66,7,362,United Kingdom,1,0.1623451590156913,418.93307472567824,68.01175663327273,Low,UK,Low-cost nurture
13417,4,1028.66,257.165,370,35,173,United Kingdom,1,0.6658390988000885,1157.4381262434267,770.6675588947863,High,UK,Win back now
13418,13,5432.2300000000005,417.8638461538461,3436,156,19,United Kingdom,1,0.9535636886600166,4789.930664018227,4567.503952406943,Very High,UK,Protect loyalty
13421,6,2225.04,370.84,1223,124,32,United Kingdom,1,0.8829221055236827,2163.32274017881,1910.0454686859373,Very High,UK,Protect loyalty
13423,1,217.03,217.03,141,12,54,United Kingdom,1,0.4692895517231152,488.8901702385322,229.43104883307828,Low,UK,Low-cost nurture
13424,1,572.77,572.77,529,40,75,United Kingdom,1,0.5513959535294359,965.976983697127,532.6358000131657,Medium,UK,Win back now
13425,2,1766.22,883.11,1235,86,134,United Kingdom,1,0.6676499508187264,1845.383487067298,1232.0701943821714,High,UK,Win back now
13426,12,4526.06,377.1716666666667,2623,106,8,United Kingdom,1,0.948212520155182,4290.54072551577,4068.344434169752,Very High,UK,Protect loyalty
13427,3,423.93,141.31,335,18,103,United Kingdom,1,0.644307969110489,639.236532631835,411.86519212124847,Medium,UK,Low-cost nurture
13428,2,276.76,138.38,205,66,140,United Kingdom,1,0.5280056381954058,389.8262962602678,205.830482342254,Low,UK,Low-cost nurture
13431,6,2047.14,341.19,898,74,32,United Kingdom,1,0.8726442520069215,2133.355955857458,1861.6608123637425,Very High,UK,Protect loyalty
13432,2,439.1,219.55,217,98,197,United Kingdom,1,0.4911217558968396,523.5265446410375,257.11527586271154,Medium,UK,Low-cost nurture
13433,4,658.32,164.57999999999998,190,22,127,United Kingdom,1,0.6678119787356348,862.2308830698069,575.8081121498215,Medium,UK,Low-cost nurture
13434,3,1132.62,377.54,564,14,11,United Kingdom,1,0.7707469210420281,1620.3617536413708,1248.8888325933478,High,UK,Protect loyalty
13435,2,637.44,318.72,625,40,2,United Kingdom,1,0.7270437352111306,943.0138236724129,685.6122927185215,High,UK,Grow customer value
13438,1,46.5,46.5,10,1,173,United Kingdom,1,0.1981956078228101,147.88777997877665,29.310708442459656,Low,UK,Low-cost nurture
13439,2,702.9,351.45000000000005,710,101,14,United Kingdom,1,0.7365919950582699,911.0429405379068,671.0669371545695,High,UK,Grow customer value
13440,7,1295.25,185.03571428571428,573,49,49,United Kingdom,1,0.859086918394821,1503.557290950622,1291.686399712835,High,UK,Protect loyalty
13441,1,424.26,424.26,316,25,57,United Kingdom,1,0.5332148626920231,797.5353679055511,425.25771168979054,Medium,UK,Low-cost nurture
13442,3,419.87,139.95666666666668,115,33,293,United Kingdom,1,0.4091207756650882,500.1620811576468,204.62669860148125,Low,UK,Low-cost nurture
13443,6,1273.16,212.1933333333333,805,176,74,United Kingdom,1,0.8473093380143386,1250.3437361291926,1059.427923350001,High,UK,Protect loyalty
13444,2,619.08,309.54,331,51,0,United Kingdom,1,0.7132406388561139,886.0092353332712,631.9377930415193,Medium,UK,Grow customer value
13445,1,241.9,241.9,198,7,252,United Kingdom,1,0.2723676739840829,488.5500050613496,133.0652285034717,Low,UK,Low-cost nurture
13446,11,3881.89,352.89909090909094,2403,113,56,United Kingdom,1,0.9300390966023104,3574.9195744657363,3324.81497146203,Very High,UK,Protect loyalty
13448,7,5211.24,744.4628571428572,2547,248,25,United Kingdom,1,0.9215219562358634,4154.813500804544,3828.7518650565794,Very High,UK,Protect loyalty
13450,7,2076.32,296.6171428571429,2336,39,0,United Kingdom,1,0.9075356778570104,2438.324632160518,2212.866597883241,Very High,UK,Protect loyalty
13451,6,4191.8,698.6333333333333,3101,363,7,United Kingdom,1,0.9200919963901102,3351.791357889671,3083.9564019638256,Very High,UK,Protect loyalty
13452,1,139.8,139.8,4,1,98,United Kingdom,1,0.2670353635207306,386.1465424481782,103.11478233492252,Low,UK,Low-cost nurture
13453,1,424.71,424.71,207,23,28,United Kingdom,1,0.5489919119127908,818.4419462328974,449.3180088520239,Medium,UK,Low-cost nurture
13454,1,219.87,219.87,198,23,267,United Kingdom,1,0.2727419533887746,390.7976470049185,106.58691362385832,Low,UK,Low-cost nurture
13455,4,1154.65,288.6625,441,55,79,United Kingdom,1,0.7662280053167044,1305.57975253756,1000.3717695687312,High,UK,Protect loyalty
13457,2,148.22,74.11,96,9,314,United Kingdom,1,0.2659146091691949,250.6715839111133,66.65723626554673,Low,UK,Low-cost nurture
13458,2,2312.7000000000003,1156.35,1252,94,5,United Kingdom,1,0.7900834421871605,2532.715338125213,2001.0564524261863,Very High,UK,Protect loyalty
13459,2,1160.41,580.2049999999999,986,57,250,United Kingdom,1,0.512660592791709,1239.344218753171,635.362941858978,Medium,UK,Win back now
13461,3,2715.0,905.0,1962,25,33,United Kingdom,1,0.8126651892860178,3167.541989879806,2574.151110777082,Very High,UK,Protect loyalty
13462,4,1002.35,250.5875,635,55,36,United Kingdom,1,0.803870991898637,1207.4443152955569,970.62945939901,High,UK,Protect loyalty
13464,5,2422.96,484.592,1037,95,20,United Kingdom,1,0.8698099039709453,2408.771778671557,2095.17354949423,Very High,UK,Protect loyalty
13465,2,931.12,465.56,584,34,72,United Kingdom,1,0.6685473220059316,1247.5614834124567,834.0538887731453,High,UK,Win back now
13466,4,705.45,176.3625,401,34,34,United Kingdom,1,0.7798108397799803,946.569646238938,738.1452707438251,High,UK,Grow customer value
13468,35,7088.31,202.5231428571429,3028,200,7,United Kingdom,1,0.9817266016225742,6585.980340287313,6465.632097823349,Very High,UK,Protect loyalty
13469,1,82.4,82.4,52,6,279,United Kingdom,1,0.1875258902289807,193.31387693244585,36.25135686537252,Low,UK,Low-cost nurture
13472,2,592.24,296.12,310,24,89,United Kingdom,1,0.6083514441486915,868.1509298169696,528.1408718931827,Medium,UK,Low-cost nurture
13473,6,2235.12,372.52,734,44,200,United Kingdom,1,0.753431878170359,2131.983353191007,1606.3042220226405,Very High,UK,Protect loyalty
13474,2,419.75,209.875,189,62,69,United Kingdom,1,0.6171139789308834,587.0522539069186,362.27815224884176,Medium,UK,Low-cost nurture
13476,3,823.0,274.3333333333333,296,38,32,United Kingdom,1,0.7408096942010688,1076.5098647002717,797.4889436730422,High,UK,Protect loyalty
13477,5,1364.59,272.918,1070,65,81,United Kingdom,1,0.8197355627488706,1486.7930420771536,1218.777131038221,High,UK,Protect loyalty
13478,5,2215.78,443.15600000000006,1189,114,95,United Kingdom,1,0.8296082391086913,2067.503531153934,1715.2179638316163,Very High,UK,Protect loyalty
13479,2,550.42,275.21000000000004,582,34,78,United Kingdom,1,0.6443854387063626,799.8650671796144,515.42140222043,Medium,UK,Low-cost nurture
13480,2,627.82,313.91,362,40,42,United Kingdom,1,0.6725566397131069,893.8214000827298,601.1455173433053,Medium,UK,Low-cost nurture
13481,6,2026.28,337.7133333333333,913,87,0,United Kingdom,1,0.889039921185279,2128.436364305755,1892.26489757027,Very High,UK,Protect loyalty
13482,1,151.45,151.45,71,9,253,United Kingdom,1,0.2338123298891806,315.71530750740027,73.81813162998439,Low,UK,Low-cost nurture
13484,2,476.92,238.46,180,31,9,United Kingdom,1,0.6697745002542608,741.8334685573844,496.861140674907,Medium,UK,Low-cost nurture
13485,10,2564.98,256.498,1521,118,2,United Kingdom,1,0.9323618906858554,2584.335364033788,2409.535806176861,Very High,UK,Protect loyalty
13487,2,271.47,135.735,97,11,131,United Kingdom,1,0.4780205757739782,468.6112044579247,224.00579776911457,Low,UK,Low-cost nurture
13488,10,5237.65,523.765,2857,168,25,United Kingdom,1,0.9396990140155204,4469.336572767224,4199.831170732867,Very High,UK,Protect loyalty
13490,1,154.25,154.25,25,8,280,United Kingdom,1,0.1885412377229018,312.24381147971883,58.87083468770263,Low,UK,Low-cost nurture
13491,17,3251.84,191.2847058823529,1446,100,15,United Kingdom,1,0.9541469783196274,3341.460890628484,3188.2448119663786,Very High,UK,Protect loyalty
13495,5,2818.44,563.688,1636,49,6,United Kingdom,1,0.8808849806759137,3011.7464112145526,2653.002179243484,Very High,UK,Protect loyalty
13497,4,818.78,204.695,362,36,138,United Kingdom,1,0.6922329276704169,979.6328973858458,678.1341485996571,High,UK,Protect loyalty
13498,1,327.38,327.38,362,17,356,United Kingdom,1,0.2218268017096215,531.8326942035103,117.97474559977589,Low,UK,Low-cost nurture
13500,1,299.53,299.53,229,20,27,United Kingdom,1,0.5380535144136848,622.481984725318,334.92861954066296,Medium,UK,Low-cost nurture
